MIC,ticker,CIK,ISIN,GICS Sector,GICS Industry
XNGS,LYTS,0000763532,US50216C1080,20,201040
XNMS,SNT,0000896494,IL0010829161,45,452030
XNGS,MANH,0001056696,US5627501092,45,451030
XNGS,MATW,0000063296,US5771281012,20,202010
XNCM,MAYS,0000054187,US5784731003,60,602010
XNGS,MBWM,0001042729,US5873761044,40,401010
XNGS,MCHP,0000827054,US5950171042,45,453010
XNGS,MCRI,0000907242,US6090271072,25,253010
XNGS,STGW,0000876883,US85256A1097,50,502010
XNGS,MERC,0001333274,US5880561015,15,151050
XNYS,MEI,0000065270,US5915202007,45,452030
XNMS,PPIH,0000914122,US7141671039,20,201060
XNGS,MGIC,0000876779,IL0010823123,45,451030
XNGS,MGRC,0000752714,US5805891091,20,201070
XNGS,MIDD,0000769520,US5962781010,20,201060
XNGS,OPCH,0001014739,US68404L2016,35,351020
XNCM,MIND,0000926423,US6025663096,10,101010
XNGS,MKSI,0001049502,US55306N1046,45,453010
XNGS,MLAB,0000724004,US59064R1095,35,352030
XNGS,MLHR,0000066382,US6005441000,20,202010
XNGS,MMSI,0000856982,US5898891040,35,351010
XNMS,MNDO,0001119083,IL0010851827,45,451030
XNGS,MNRO,0000876427,US6102361010,25,255040
XNYS,MOD,0000067347,US6078281002,25,251010
XNCM,PRSO,0000890394,US71360T2006,45,453010
XNGS,MRCY,0001049521,US5893781089,20,201010
XNGS,MRTN,0000799167,US5730751089,20,203040
XNGS,MRVL,0001835632,BMG5876H1051,45,453010
XNGS,MSEX,0000066004,US5966801087,55,551040
XNGS,MSFT,0000789019,US5949181045,45,451030
XNCM,MTEX,0001056358,US5637712036,30,303020
XNGS,MTRX,0000866273,US5768531056,20,201030
XNCM,SBET,0001981535,IL0010826191,25,253010
XNMS,MVIS,0000065770,US5949603048,45,452030
XNYS,SRL,0000016859,KYG7T96K1077,15,151040
XNGS,MYGN,0000899923,US62855J1043,35,352010
XNCM,VXRT,0000072444,US92243A2006,35,352010
XNMS,NAII,0000787253,US6388423021,30,303020
XNYS,ONTO,0000704532,US6833441057,45,453010
XNGS,HOPE,0001128361,US43940T1097,40,401010
XNGS,NATH,0000069733,US6323471002,25,253010
XNGS,NBIX,0000914475,US64125C1099,35,352010
XNGS,NBTB,0000790359,US6287781024,40,401010
XNGS,NDSN,0000072331,US6556631025,20,201060
XNGS,NEOG,0000711377,US6404911066,35,351010
XNGS,NFLX,0001065280,US64110L1061,50,502020
XNGS,NICE,0001003935,US6536561086,45,451030
XNGS,OMCC,0001000045,US65373A1097,40,402020
XNCM,NKSH,0000796534,US6348651091,40,401010
XNGS,NNBR,0000918541,US6293371067,20,201060
XNGS,NRIM,0001163370,US6667621097,40,401010
XNGS,NSIT,0000932696,US45765U1034,45,452030
XNGS,NSSC,0000069633,US6304021057,45,452030
XNCM,NSYS,0000722313,US6565531042,45,452030
XNGS,NTAP,0001002047,US64110D1046,45,452020
XNGS,NTCT,0001078075,US64115T1043,45,452010
XNGS,NTES,0001110646,US64110W1027,50,502020
XNGS,NTRS,0000073124,US6658591044,40,402030
XNCM,NTWK,0001039280,US64115A4022,45,451030
XNGS,NVAX,0001000694,US6700024010,35,352010
XNGS,NVDA,0001045810,US67066G1040,45,453010
XNCM,KZIA,0001075880,US48669G2049,35,352010
XNGS,NVMI,0001109345,IL0010845571,45,453010
XNMS,NWFL,0001013272,US6695491075,40,401010
XNGS,NWPX,0001001385,US6677461013,20,201030
XNGS,NWBI,0001471265,US6673401039,40,401010
XNGS,OCFC,0001004702,US6752341080,40,401010
XNGS,ODFL,0000878927,US6795801009,20,203040
XNGS,OFIX,0000884624,ANN6748L1027,35,351010
XNGS,OMCL,0000926326,US68213N1090,35,351010
XNGS,ON,0001097864,US6821891057,45,453010
XNCM,OPOF,0000740971,US6801941070,40,401010
XNGS,GEG,0001831096,US39037G1094,40,402030
XNYS,ORCL,0001341439,US68389X1054,45,451030
XNGS,ORLY,0000898173,US67103H1077,25,255040
XNGS,OSBC,0000357173,US6802771005,40,401010
XNGS,OSIS,0001039065,US6710441055,45,452030
XNYS,BYON,0001130713,US6903701018,25,255040
XNGS,OSUR,0001116463,US68554V1089,35,351010
XNGS,OTTR,0001466593,US6896481032,55,551010
XNMS,OVBC,0000894671,US6777191064,40,401010
XNGS,GEOS,0001001115,US37364X1090,10,101010
XNGS,OZK,0001569650,US06417N1037,40,401010
XNGS,OLED,0001005284,US91347P1057,45,453010
XNYS,PHX,0000315131,US69291A1007,10,101020
XNGS,PATK,0000076605,US7033431039,25,251010
XNGS,FRPH,0000844059,US30292L1070,60,602010
XNGS,PAYX,0000723531,US7043261079,20,202020
XNCM,PBHC,0001609065,US70319R1095,40,401010
XNGS,PCAR,0000075362,US6937181088,20,201060
XNGS,CNXN,0001050377,US69318J1007,45,452030
XNGS,BKNG,0001075531,US09857L1089,25,253010
XNGS,PDCO,0000891024,US7033951036,35,351020
XNCM,PDEX,0000788920,US74265M2052,35,351010
XNGS,PDFS,0001120914,US6932821050,45,453010
XNMS,PEBK,0001093672,US7105771072,40,401010
XNGS,PEBO,0000318300,US7097891011,40,401010
XNGS,PEGA,0001013857,US7055731035,45,451030
XNGS,PENN,0000921738,US7075691094,25,253010
XNCM,PESI,0000891532,US7141572039,20,202010
XNGS,AGYS,0000078749,US00847J1051,45,451030
XNGS,PKOH,0000076282,US7006661000,20,201060
XNGS,PLAB,0000810136,US7194051022,45,453010
XNGS,PLCE,0001041859,US1689051076,25,255040
XNGS,PLPC,0000080035,US7404441047,20,201040
XNCM,PLUG,0001093691,US72919P2020,20,201040
XNGS,PLXS,0000785786,US7291321005,45,452030
XNMS,PNBK,0001098146,US70336F2039,40,401010
XNGS,PNFP,0001115055,US72346Q1040,40,401010
XNCM,PNRG,0000056868,US74158E1047,10,101020
XNGS,POOL,0000945841,US73278L1052,25,255010
XNGS,POWL,0000080420,US7391281067,20,201040
XNYS,PRGO,0001585364,IE00BGH1M568,35,352020
XNGS,PRGS,0000876167,US7433121008,45,451030
XNMS,CLMB,0000945983,US9467601053,45,452030
XNGS,PROV,0001010470,US7438681014,40,401010
XNYS,PB,0001068851,US7436061052,40,401010
XNGS,PSMT,0001041803,US7415111092,30,301010
XNGS,PTEN,0000889900,US7034811015,10,101010
XNCM,SAVA,0001069530,US14817C1071,35,352020
XNMS,PAMT,0000798287,US6931491061,20,203040
XNGS,PWOD,0000716605,US7084301032,40,401010
XNMS,PXLW,0001040161,US72581M3051,45,453010
XNGS,PZZA,0000901491,US6988131024,25,253010
XNCM,RAVE,0000718332,US7541981095,25,253010
XNGS,QCOM,0000804328,US7475251036,45,453010
XNMS,QCRH,0000906465,US74727A1043,40,401010
XNGS,QDEL,0001906324,US2197981051,35,351010
XNYS,QGEN,0001015820,NL0015002CX3,35,352030
XNCM,PRPH,0000868278,US74345W1080,35,352020
XNCM,QUIK,0000882508,US74837P4054,45,453010
XNCM,RAND,0000081955,US7521852076,40,402030
XNGS,RBCAA,0000921557,US7602812049,40,401010
XNGS,DORM,0000868780,US2582781009,25,251010
XNCM,SBFG,0000767405,US78408D1054,40,401010
XNGS,UPBD,0000933036,US76009N1000,25,255040
XNGS,RCKY,0000895456,US7745151008,25,252030
XNMS,RCMT,0000700841,US7493604000,20,202020
XNCM,RDCM,0001016838,IL0010826688,45,451030
XNGS,RDWR,0001094366,IL0010834765,45,451030
XNGS,RGP,0001084765,US76122Q1058,20,202020
XNCM,REFR,0000793524,US7609111072,45,452030
XNGS,REGN,0000872589,US75886F1075,35,352010
XNGS,RELL,0000355948,US7631651079,45,452030
XNMS,RFIL,0000740664,US7495521053,45,452030
XNMS,RGCO,0001069533,US74955L1035,55,551020
XNGS,RGEN,0000730272,US7599161095,35,352030
XNGS,RGLD,0000085535,US7802871084,15,151040
XNMS,RICK,0000935419,US74934Q1085,25,253010
XNGS,RIGL,0001034842,US7665597024,35,352010
XNGS,RMBS,0000917273,US7509171069,45,453010
XNMS,RMCF,0001616262,US77467X1019,30,302020
XNCM,RMTI,0001041024,US7743743004,35,351010
XNGS,ROCK,0000912562,US3746891072,20,201020
XNCM,UONEK,0001041657,US91705J2042,50,502010
XNGS,ROST,0000745732,US7782961038,25,255040
XNGS,RVSB,0001041368,US7693971001,40,401010
XNGS,RYAAY,0001038683,US7835132033,20,203020
XNGS,SANM,0000897723,US8010561020,45,452030
XNYS,SSL,0000314590,US8038663006,15,151010
XNGS,SASR,0000824410,US8003631038,40,401010
XNGS,SBAC,0001685934,US78410G1040,60,601080
XNGS,SBCF,0000730708,US8117078019,40,401010
XNGS,SBGI,0001971213,US8292421067,50,502010
XNYS,SBSI,0000705432,US84470P1093,40,401010
XNGS,SBUX,0000829224,US8552441094,25,253010
XNGS,SCHL,0000866729,US8070661058,50,502010
XNGS,RDUS,0000912603,US8068821060,15,151040
XNCM,INVE,0001036044,US45170X2053,45,452030
XNGS,SCSC,0000918965,US8060371072,45,452030
XNGS,SNBR,0000827187,US83125X1037,25,255040
XNGS,SCVL,0000895447,US8248891090,25,255040
XNGS,SEIC,0000350894,US7841171033,40,402030
XNGS,SENEA,0000088948,US8170705011,30,302020
XNGS,SFNC,0000090498,US8287302009,40,401010
XNCM,SGMA,0000915358,US82661L1017,45,452030
XNCM,SGMO,0001001233,US8006771062,35,352010
XNGS,LNW,0000750004,US80874P1093,25,253010
XNCM,SGRP,0001004989,US7849331035,50,502010
XNGS,SHBI,0001035092,US8251071051,40,401010
XNGS,SHEN,0000354963,US82312B1061,50,501010
XNGS,SHOO,0000913241,US5562691080,25,252030
XNCM,SIEB,0000065596,US8261761097,40,402030
XNGS,SIGI,0000230557,US8163001071,40,403010
XNGS,SILC,0000916793,IL0010826928,45,452010
XNGS,SIRI,0002003397,US8299331004,50,502010
XNGS,SLAB,0001038074,US8269191024,45,453010
XNYS,SLGN,0000849869,US8270481091,15,151030
XNMS,SMBC,0000916907,US8433801060,40,401010
XNCM,SMSI,0000948708,US8321544053,45,451030
XNGS,SMTC,0000088941,US8168501018,45,453010
XNMS,SNFCA,0000318673,US8147853092,40,402010
XNYS,HLIO,0001024795,US42328H1095,20,201060
XNGS,SNPS,0000883241,US8716071076,45,451030
XNCM,ACHV,0000949858,US0044685008,35,352010
XNGS,SOHU,0001734107,US83410S1087,50,502020
XNCM,ASTC,0001001907,US0464843095,45,452030
XNGS,SHYF,0000743238,US8256981031,20,201060
XNCM,DOMH,0000012239,US0088753043,40,402030
XNGS,SPNS,0000885740,KYG7T16G1039,45,451030
XNGS,SPTN,0000877422,US8472151005,30,301010
XNGS,SRCE,0000034782,US3369011032,40,401010
XNGS,SRDX,0000924717,US8688731004,35,351010
XNGS,SSRM,0000921638,US7847301030,15,151040
XNGS,SSYS,0001517396,IL0011267213,20,201060
XNMS,STAA,0000718937,US8523123052,35,351010
XNGS,STBA,0000719220,US7838591011,40,401010
XNCM,MBOT,0000883975,US59503A2042,35,351010
XNGS,STLD,0001022671,US8581191009,15,151040
XNGS,STRA,0001013934,US86272C1036,25,253020
XNGS,STRS,0000885508,US8631672016,60,602010
XNMS,STRT,0000933034,US8631111007,25,251010
XNGS,AVNW,0001377789,US05366Y2019,45,452010
XNGS,GEN,0000849399,US6687711084,45,451030
XNGS,SYNA,0000817720,US87157D1090,45,453010
XNMS,ACNT,0000095953,US8715651076,15,151040
XNMS,SYPR,0000864240,US8716551069,25,251010
XNMS,TACT,0001017303,US8929181035,45,452020
XNCM,TAIT,0000942126,US8740281030,45,452030
XNGS,AXON,0001069183,US05464C1018,20,201010
XNMS,TATT,0000808439,IL0010827264,20,201010
XNGS,MFIN,0001000209,US5839281061,40,402020
XNCM,TAYD,0000096536,US8771631053,20,201060
XNGS,TCBK,0000356171,US8960951064,40,401010
XNYS,DDD,0000910638,US88554D2053,20,201060
XNGS,TECH,0000842023,US09073M1045,35,352030
XNGS,THFF,0000714562,US3202181000,40,401010
XNGS,TRIB,0000888721,US8964385046,35,351010
XNGS,TRMB,0000864749,US8962391004,45,452030
XNGS,TRMK,0000036146,US8984021027,40,401010
XNMS,TRNS,0000099302,US8935291075,20,201070
XNGS,TROW,0001113169,US74144T1088,40,402030
XNGS,TRST,0000357301,US8983492047,40,401010
XNMS,TSBK,0001046050,US8870981011,40,401010
XNGS,TSCO,0000916365,US8923561067,25,255040
XNGS,TSEM,0000928876,IL0010823792,45,453010
XNGS,TTEC,0001013880,US89854H1023,20,202020
XNGS,TTEK,0000831641,US88162G1031,20,202010
XNGS,TTMI,0001116942,US87305R1095,45,452030
XNGS,TTWO,0000946581,US8740541094,50,502020
XNCM,UBCP,0000731653,US9099111091,40,401010
XNGS,UBFO,0001137547,US9114601035,40,401010
XNYS,AUB,0000883948,US04911A1079,40,401010
XNGS,UBSI,0000729986,US9099071071,40,401010
XNYS,UCB,0000857855,US90984P3038,40,401010
XNGS,UEIC,0000101984,US9134831034,25,252010
XNGS,UFCS,0000101199,US9103401082,40,403010
XNGS,UFPI,0000912767,US90278Q1085,20,201020
XNCM,UFPT,0000914156,US9026731029,35,351010
XNYS,UHAL,0000004457,US0235861004,20,203040
XNMS,ULBI,0000875657,US9038991025,20,201040
XNGS,UMBF,0000101382,US9027881088,40,401010
XNYS,UNFI,0001020859,US9111631035,30,301010
XNMS,UNTY,0000920427,US9132901029,40,401010
XNGS,URBN,0000912615,US9170471026,25,255040
XNGS,IAC,0001800227,US44891N2080,50,502030
XNCM,FUSB,0000717806,US33744V1035,40,401010
XNCM,USEG,0000101594,US9118053076,10,101020
XNGS,USLM,0000082020,US9119221029,15,151020
XNYS,USNA,0000896264,US90328M1071,30,303020
XNYS,USPH,0000885978,US90337L1089,35,351020
XNGS,UTHR,0001082554,US91307C1027,35,352010
XNGS,UTMD,0000706698,US9174881089,35,351010
XNGS,UTSI,0001030471,KYG9310A1224,45,452010
XNCM,VALU,0000717720,US9204371002,40,402030
XNCM,OSPN,0001044777,US68287N1000,45,451030
XNGS,VECO,0000103145,US9224171002,45,453010
XNGS,VICR,0000751978,US9258151029,20,201040
XNGS,GOGL,0001029145,BMG396372051,20,203030
XNGS,VLGEA,0000103595,US9271074091,30,301010
XNGS,VRSN,0001014473,US92343E1029,45,451020
XNGS,VRTX,0000875320,US92532F1003,35,352010
XNGS,VSAT,0000797721,US92552V1008,45,452010
XNGS,VSEC,0000102752,US9182841000,20,202010
XNGS,WABC,0000311094,US9570901036,40,401010
XNGS,WASH,0000737468,US9406101082,40,401010
XNGS,WDFC,0000105132,US9292361071,30,303010
XNGS,WERN,0000793074,US9507551086,20,203040
XNGS,WEYS,0000106532,US9621491003,25,255010
XNGS,WAFD,0000936528,US9388241096,40,401010
XNGS,WWD,0000108312,US9807451037,20,201010
XNCM,WILC,0001030997,IL0010828585,30,301010
XNMS,WINA,0000908315,US9742501029,25,255040
XNMS,WLFC,0001018164,US9706461053,20,201070
XNYS,WPP,0000814616,US92937A1025,50,502010
XNGS,WRLD,0000108385,US9814191048,40,402020
XNGS,WSBC,0000203596,US9508101014,40,401010
XNGS,WSFS,0000828944,US9293281021,40,401010
XNGS,WTBA,0001166928,US95123P1066,40,401010
XNGS,WTFC,0001015328,US97650W1080,40,401010
XNCM,WVVI,0000838875,US9691361003,30,302010
XNMS,XOMA,0000791908,BMG9825R2069,35,352010
XNGS,XRAY,0000818479,US24906P1093,35,351010
XNGS,YORW,0000108985,US9871841089,55,551040
XNGS,ZBRA,0000877212,US9892071054,45,452030
XNGS,ZEUS,0000917470,US68162K1060,15,151040
XNGS,ZION,0000109380,US9897011071,40,401010
XNGS,SNY,0001176390,US80105N1054,35,352020
XNYS,WHG,0001165002,US9617651040,40,402030
XNYS,TKO,0001973266,US87256C1018,50,502020
XNGS,SWKS,0000004127,US83088M1027,45,453010
XNCM,ICAD,0000749660,US44934S2068,35,351030
XNGS,BGFV,0001156388,US08915P1012,25,255040
XNGS,HOFT,0001077688,US4390381006,25,252010
XNYS,OSK,0000775158,US6882392011,20,201060
XNGS,KIRK,0001056285,US4974981056,25,255040
XNGS,RRGB,0001171759,US75689M1018,25,253010
XNGS,RUSHA,0001012019,US7818462092,20,201070
XNGS,CVGW,0001133470,US1282461052,30,302020
XNYS,PRMB,0002042694,US7416231022,30,302010
XNGS,BRKL,0001049782,US11373M1071,40,401010
XNCM,LTRX,0001114925,US5165482036,45,452010
XNGS,MGEE,0001161728,US55277P1049,55,551010
XNYS,CACI,0000016058,US1271903049,20,202020
XNYS,BANC,0001169770,US05990K1060,40,401010
XNYS,CIA,0000024090,US1747401008,40,403010
XNGS,PPBI,0001028918,US69478X1054,40,401010
XNGS,MSTR,0001050446,US5949724083,45,451030
XNMS,OCC,0001000230,US6838272085,45,452010
XNYS,GTN,0000043196,US3893751061,50,502010
XNYS,VMI,0000102729,US9202531011,20,201030
XNYS,COP,0001163165,US20825C1045,10,101020
XNCM,ATHE,0001131343,US02155X2053,35,352010
XNGS,DRS,0001833756,IL0010826506,20,201010
XNGS,ESGR,0001363829,BMG3075P1014,40,403010
XNYS,CNP,0001130310,US15189T1079,55,551030
XNGS,SAIA,0001177702,US78709Y1055,20,203040
XNYS,KMX,0001170010,US1431301027,25,255040
XNYS,GEF,0000043920,US3976241071,15,151030
XNYS,NGS,0001084991,US63886Q1094,10,101010
XNYS,DKS,0001089063,US2533931026,25,255040
XNGS,MGPI,0000835011,US55303J1060,30,302010
XNYS,WBS,0000801337,US9478901096,40,401010
XNGS,WYNN,0001174922,US9831341071,25,253010
XNGS,CEVA,0001173489,US1572101053,45,453010
XNCM,SIFY,0001094324,US82655M2061,50,501010
XNGS,PRAA,0001185348,US69354N1063,40,402020
XNCM,VBFC,0001290476,US92705T2006,40,401010
XNGS,SAFT,0001172052,US78648T1007,40,403010
XNYS,SM,0000893538,US78454L1008,10,101020
XNMS,ALNT,0000046129,US0193301092,20,201040
XNGS,ERIC,0000906515,US2948216088,45,452010
XNCM,PKBK,0001315399,US7008851062,40,401010
XNGS,INSG,0001022652,US45782B3024,45,452010
XNYS,HMY,0001023514,US4132163001,15,151040
XNGS,SWBI,0001092796,US8317541063,25,252020
XNYS,FUL,0000039368,US3596941068,15,151010
XNGS,CME,0001156375,US12572Q1058,40,402030
XNGS,STX,0001137789,IE00BKVD2N49,45,452020
XNMS,CPHC,0001672909,US13811E1010,25,253010
XNCM,GGAL,0001114700,US3999091008,40,401010
XNGS,GLNG,0001207179,BMG9456A1009,10,101020
XNCM,WULF,0001083301,US88080T1043,45,451030
XNGS,ACTG,0000934549,US0038813079,40,402010
XNYS,TS,0001198712,US88031M1099,10,101010
XNYS,MED,0000910329,US58470H1014,30,303020
XNYS,FLG,0000910073,US6494454001,40,401010
XNYS,CPF,0000701347,US1547604090,40,401010
XNYS,PFS,0001178970,US74386T1051,40,401010
XNCM,FCCO,0000932781,US3198351047,40,401010
XNCM,NKTR,0000906709,US6402681083,35,352020
XNGS,ACIW,0000935036,US0044981019,45,451030
XNCM,NVEC,0000724910,US6294452064,45,453010
XNCM,SUNE,0000022701,US72303P4046,20,201040
XNGS,EQIX,0001101239,US29444U7000,60,601080
XNGS,PTC,0000857005,US69370C1009,45,451030
XNMS,ORKA,0000907654,US6876041087,35,352010
XNGS,SKYW,0000793733,US8308791024,20,203020
XNCM,DLHC,0000785557,US23335Q1004,20,202020
XNCM,LPTH,0000889971,US5322578056,45,452030
XNYS,IDT,0001005731,US4489475073,50,501010
XNGS,VOXX,0000807707,US91829F1049,25,252010
XNYS,LNG,0000003570,US16411R2085,10,101020
XNMS,RGS,0000716643,US7589322061,25,253020
XNYS,FL,0000850209,US3448491049,25,255040
XNGS,HSON,0001210708,US4437872058,20,202020
XNGS,FORM,0001039399,US3463751087,45,453010
XNGS,CVCO,0000278166,US1495681074,25,252010
XNYS,AXS,0001214816,BMG0692U1099,40,403010
XNYS,MOH,0001179929,US60855R1005,35,351020
XNGS,ECPG,0001084961,US2925541029,40,402020
XNGS,NTGR,0001122904,US64111Q1040,45,452010
XNGS,GOOD,0001234006,US3765361080,60,601010
XNGS,TCBI,0001077428,US88224Q1076,40,401010
XNGS,MODV,0001220754,US60783X1046,35,351020
XNGS,UVSP,0000102212,US9152711001,40,401010
XNYS,AHT,0001232582,US0441037944,60,601030
XNYS,CNO,0001224608,US12621E1038,40,403010
XNYS,SHG,0001263043,US8245961003,40,401010
XNMS,ANIP,0001023024,US00182C1036,35,352020
XNGS,LKQ,0001065696,US5018892084,25,255010
XNCM,AXDX,0000727207,US00430H2013,35,351010
XNYS,CRI,0001060822,US1462291097,25,252030
XNGS,APYX,0000719135,US03837C1062,35,351010
XNCM,CNVS,0001173204,US1724063086,50,502020
XNGS,ADEA,0001803696,US00676P1075,45,451030
XNGS,OXSQ,0001259429,US69181V1070,40,402030
XNGS,NXST,0001142417,US65336K1034,50,502010
XNYS,SNX,0001177394,US87162W1009,45,452030
XNYS,KRO,0001257640,US50105F1057,15,151010
XNYS,NNI,0001258602,US64031N1081,40,402020
XNYS,CMP,0001227654,US20451N1019,15,151040
XNYS,LXU,0000060714,US5021601043,15,151010
XNYS,GBLI,0001494904,KYG3933F1054,40,403010
XNYS,UTI,0001261654,US9139151040,25,253020
XNCM,MEIP,0001262104,US55279B3015,35,352010
XNYS,PIPR,0001230245,US7240781002,40,402030
XNYS,SGI,0001206264,US88023U1016,25,252010
XNGS,TZOO,0001133311,US89421Q2057,50,502030
XNGS,PETS,0001040130,US7163821066,25,255040
XNYS,AIZ,0001267238,US04621X1081,40,403010
XNGS,DVAX,0001029142,US2681582019,35,352010
XNYS,HTH,0001265131,US4327481010,40,401010
XNGS,STRL,0000874238,US8592411016,20,201030
XNCM,CWBC,0001127371,US2039371073,40,401010
XNCM,CYCC,0001130166,US23254L8019,35,352010
XNGS,SLP,0001023459,US8292141053,35,351030
XNGS,UCTT,0001275014,US90385V1070,45,453010
XNYS,NRG,0001013871,US6293775085,55,551010
XNGS,MCHX,0001224133,US56624R1086,50,502010
XNYS,ABR,0001253986,US0389231087,40,402040
XNGS,MFIC,0001278752,US03761U5020,40,402030
XNCM,CORT,0001088856,US2183521028,35,352020
XNYS,AGO,0001273813,BMG0585R1060,40,403010
XNGS,CYTK,0001061983,US23282W6057,35,352010
XNGS,SVRA,0001160308,US8051111016,35,352010
XNYS,XPO,0001166003,US9837931008,20,203040
XNYS,GNW,0001276520,US37247D1063,40,403010
XNGS,ACAD,0001070494,US0042251084,35,352010
XNGS,ANGO,0001275187,US03475V1017,35,351010
XNGS,ALNY,0001178670,US02043Q1076,35,352010
XNYS,CBRE,0001138118,US12504L1098,60,602010
XNGS,LBTYA,0001570585,BMG611881019,50,501010
XNMS,STRR,0000707388,US85513Q3011,25,252010
XNYS,SFL,0001289877,BMG7738W1064,10,101020
XNYS,CRM,0001108524,US79466L3024,45,451030
XNYS,PRSU,0000884219,US92552R4065,20,202010
XNCM,PCYO,0000276720,US7462283034,55,551040
XNGS,DPZ,0001286681,US25754A2015,25,253010
XNGS,BLKB,0001280058,US09227Q1004,45,451030
XNYS,LPL,0001290109,US50186V1026,45,452030
XNYS,EGY,0000894627,US91851C2017,10,101020
XNCM,NURO,0001289850,US6412558800,35,351010
XNGS,PSEC,0001287032,US74348T1025,40,402030
XNYS,ENS,0001289308,US29275Y1029,20,201040
XNMS,MNKD,0000899460,US56400P7069,35,352010
XNGS,CVGI,0001290900,US2026081057,20,201060
XNYS,KRG,0001286043,US49803T3005,60,601070
XNYS,WLK,0001262823,US9604131022,15,151010
XNYS,EXR,0001289490,US30225T1025,60,601080
XNGS,GOOGL,0001652044,US02079K3059,50,502030
XNYS,CNS,0001284812,US19247A1007,40,402030
XNGS,KTOS,0001069258,US50077B2079,20,201010
XNCM,CAAS,0001157762,US16936R1059,25,251010
XNGS,ARWR,0000879407,US04280A1007,35,352010
XNGS,RBBN,0001708055,US7625441040,45,452010
XNMS,SFST,0001090009,US8428731017,40,401010
XNGS,BECN,0001124941,US0736851090,20,201070
XNYS,IIIN,0000764401,US45774W1080,20,201020
XNGS,INVA,0001080014,US45781M1018,35,352020
XNGS,ARCC,0001287750,US04010L1035,40,402030
XNGS,TXRH,0001289460,US8826811098,25,253010
XNCM,KINS,0000033992,US4967191051,40,403010
XNGS,HURN,0001289848,US4474621020,20,202020
XNMS,ARQ,0001515156,US00770C1018,15,151010
XNYS,CUBE,0001298675,US2296631094,60,601080
XNYS,SHO,0001295810,US8678921011,60,601030
XNYS,MOS,0001285785,US61945C1036,15,151010
XNYS,BBW,0001113809,US1200761047,25,255040
XNYS,DLR,0001297996,US2538681030,60,601080
XNGS,HALO,0001159036,US40637H1095,35,352010
XNGS,NWE,0001993004,US6680743050,55,551030
XNGS,MKTX,0001278021,US57060D1081,40,402030
XNYS,ORA,0001296445,US6866881021,55,551050
XNGS,SPOK,0001289945,US84863T1060,50,501020
XNGS,MPWR,0001280452,US6098391054,45,453010
XNCM,ATLO,0001132651,US0310011004,40,401010
XNGS,SVA,0001084201,AGP8696W1045,35,352010
XNYS,BXC,0001301787,US09624H2085,20,201070
XNYS,LVS,0001300514,US5178341070,25,253010
XNMS,SOHO,0001301236,US83600C1036,60,601030
XNCM,CHCI,0001299969,US2056842022,60,602010
XNGS,KRNY,0001617242,US48716P1084,40,401010
XNCM,NCTY,0001296774,US88337K4013,45,451030
XNYS,HLF,0001180262,KYG4412G1010,30,303020
XNGS,TBBK,0001295401,US05969A1051,40,401010
XNYS,IHG,0000858446,US45857P8068,25,253010
XNCM,CZNC,0000810958,US1729221069,40,401010
XNYS,CE,0001306830,US1508701034,15,151010
XNMS,EYPT,0001314102,US30233G2093,35,352020
XNYS,WTI,0001288403,US92922P1066,10,101020
XNMS,GRVY,0001313310,US38911N2062,50,502020
XNGS,EFSC,0001025835,US2937121059,40,401010
XNYS,HUN,0001307954,US4470111075,15,151010
XNYS,PBH,0001295947,US74112D1019,35,352020
XNGS,NDAQ,0001120193,US6311031081,40,402030
XNGS,ULH,0001308208,US91388P1057,20,203040
XNGS,EBTC,0001018399,US2936681095,40,401010
XNGS,PFBC,0001492165,US7403674044,40,401010
XNYS,DLB,0001308547,US25659T1079,45,451030
XNYS,WEX,0001309108,US96208T1043,40,402010
XNMS,KFFB,0001297341,US4912921081,40,401010
XNYS,AX,0001299709,US05465C1009,40,401010
XNYS,DSX,0001318885,MHY2066G1044,20,203030
XNCM,ALTO,0000778164,US0215131063,15,151010
XNCM,AYRO,0001086745,US0547482077,25,251020
XNGS,RAIL,0001320854,US3570231007,20,201060
XNGS,DXCM,0001093557,US2521311074,35,351010
XNGS,DWSN,0000799165,US2393601008,10,101010
XNCM,JVA,0001007019,US1921761052,30,302020
XNGS,MORN,0001289419,US6177001095,40,402030
XNYS,LAZ,0001311370,BMG540501027,40,402030
XNGS,ZUMZ,0001318008,US9898171015,25,255040
XNGS,ATSG,0000894081,US00922R1059,20,203010
XNCM,DENN,0000852772,US24869P1049,25,253010
XNGS,CTRN,0001318484,US17306X1028,25,255040
XNCM,PLBC,0001168455,US7292731020,40,401010
XNYS,DRH,0001298946,US2527843013,60,601030
XNYS,HTGC,0001280784,US4270965084,40,402030
XNYS,THS,0001320695,US89469A1043,30,302020
XNMS,CDZI,0000727273,US1275372076,55,551040
XNYS,BLDR,0001316835,US12008R1077,20,201020
XNGS,LINC,0001286613,US5335351004,25,253020
XNGS,GAIN,0001321741,US3765461070,40,402030
XNGS,BFIN,0001303942,US06643P1049,40,401010
XNYS,DBI,0001319947,US2505651081,25,255040
XNYS,WAL,0001212545,US9576381092,40,401010
XNGS,SIMO,0001329394,US82706C1080,45,453010
XNYS,MPW,0001287865,US58463J3041,60,601050
XNGS,EXPE,0001324424,US30212P3038,25,253010
XNGS,WBD,0001437107,US9344231041,50,502020
XNYS,FTK,0000928054,US3433894090,15,151010
XNCM,FLL,0000891482,US3596781092,25,253010
